age,marital,education,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
58,divorced,university.degree,yes,no,cellular,548,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
43,married,high.school,no,no,telephone,386,5,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
23,single,basic.4y,no,yes,cellular,208,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
30,married,high.school,yes,no,cellular,19,12,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
47,married,university.degree,no,no,telephone,24,12,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
57,single,university.degree,no,no,cellular,105,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
27,single,university.degree,no,no,telephone,64,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
51,married,basic.4y,no,no,cellular,36,19,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
46,married,professional.course,no,no,telephone,86,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
31,married,high.school,yes,no,telephone,160,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
54,married,university.degree,yes,no,cellular,121,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
31,married,university.degree,no,no,cellular,243,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
49,married,high.school,yes,no,telephone,126,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
34,married,basic.4y,no,no,cellular,175,4,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
41,divorced,basic.6y,yes,no,telephone,149,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
49,married,professional.course,no,no,telephone,269,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
27,married,university.degree,no,no,telephone,672,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
37,married,basic.4y,yes,no,cellular,164,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
50,single,high.school,no,no,telephone,106,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
30,married,professional.course,yes,no,cellular,570,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
34,single,professional.course,yes,no,cellular,409,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
48,married,basic.9y,no,yes,telephone,116,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
31,divorced,university.degree,yes,no,telephone,692,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
25,single,basic.6y,no,no,cellular,123,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
51,single,basic.4y,no,no,cellular,104,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
31,married,university.degree,no,no,telephone,370,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
32,single,university.degree,no,no,cellular,47,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
32,married,high.school,yes,no,cellular,151,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
34,single,high.school,yes,no,telephone,112,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
30,single,university.degree,no,no,cellular,171,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
36,married,university.degree,yes,no,telephone,165,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
38,divorced,university.degree,no,no,cellular,70,9,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
47,married,unknown,yes,no,telephone,191,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
32,single,basic.9y,yes,yes,cellular,179,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
30,married,basic.4y,no,no,cellular,61,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
32,single,university.degree,yes,no,cellular,206,1,999,1,failure,-1.7,94.215,-40.3,0.893,4991.6,0
50,single,unknown,yes,no,telephone,363,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
30,single,high.school,yes,no,telephone,483,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
56,divorced,basic.4y,no,no,cellular,89,1,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,0
37,married,university.degree,yes,yes,cellular,43,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
41,single,high.school,yes,no,telephone,519,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
58,married,basic.9y,yes,no,cellular,436,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
45,married,basic.4y,no,no,telephone,44,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
68,single,university.degree,yes,no,cellular,81,1,3,1,success,-3.4,92.379,-29.8,0.741,5017.5,0
44,married,high.school,yes,no,cellular,41,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
25,married,high.school,yes,no,telephone,227,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
31,married,university.degree,yes,no,cellular,106,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
47,married,university.degree,yes,no,cellular,345,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
40,married,high.school,yes,no,cellular,72,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
31,single,university.degree,yes,no,telephone,64,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0
54,married,high.school,yes,no,telephone,234,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
27,single,unknown,yes,no,telephone,876,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,1
30,married,university.degree,no,no,telephone,212,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
57,married,professional.course,yes,no,cellular,232,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0
30,single,high.school,yes,no,cellular,288,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
29,single,university.degree,yes,no,telephone,226,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
33,single,professional.course,yes,no,telephone,66,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
42,married,university.degree,yes,no,cellular,95,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
29,single,unknown,no,no,telephone,1143,4,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
37,married,high.school,yes,no,telephone,522,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
37,divorced,professional.course,yes,no,cellular,62,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
47,married,university.degree,yes,no,cellular,232,2,999,0,nonexistent,-2.9,92.201,-31.4,0.843,5076.2,1
25,single,university.degree,yes,no,telephone,6,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,0
29,single,university.degree,yes,no,telephone,420,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
29,married,basic.9y,no,no,cellular,613,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
39,married,basic.9y,yes,no,telephone,155,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
35,married,basic.6y,no,no,cellular,672,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
33,single,university.degree,no,no,telephone,57,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
41,married,basic.6y,no,no,cellular,181,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,0
29,married,university.degree,no,yes,cellular,220,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
38,single,university.degree,yes,no,cellular,40,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
34,married,university.degree,yes,no,telephone,226,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
54,married,basic.9y,no,yes,cellular,50,9,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
53,married,university.degree,no,no,telephone,592,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
34,married,high.school,yes,no,cellular,96,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
59,married,unknown,no,no,telephone,242,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
54,married,high.school,yes,no,cellular,94,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
26,single,basic.9y,no,no,cellular,294,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
35,married,university.degree,yes,no,cellular,631,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,1
50,married,university.degree,yes,no,cellular,699,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
52,divorced,high.school,no,no,cellular,67,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
58,divorced,basic.4y,no,no,telephone,34,1,999,0,nonexistent,-1.7,94.027,-38.3,0.886,4991.6,0
32,married,university.degree,no,no,cellular,444,1,999,1,failure,-3.4,92.379,-29.8,0.809,5017.5,1
41,married,basic.4y,yes,no,cellular,150,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
42,divorced,basic.4y,no,no,telephone,93,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
31,single,high.school,yes,no,cellular,1094,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1
33,single,university.degree,yes,no,telephone,66,13,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
32,single,high.school,no,no,telephone,557,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
27,single,university.degree,yes,no,cellular,393,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
42,married,university.degree,yes,no,cellular,151,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
45,married,unknown,yes,yes,telephone,138,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
41,single,university.degree,no,no,cellular,290,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
49,married,high.school,no,no,cellular,123,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
50,married,university.degree,yes,no,telephone,152,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
60,married,university.degree,no,no,cellular,133,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,0
35,single,university.degree,yes,no,cellular,143,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
54,married,university.degree,yes,yes,cellular,198,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0
42,single,basic.6y,yes,no,cellular,70,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
33,married,professional.course,yes,yes,cellular,62,2,999,0,nonexistent,-1.8,93.876,-40,0.684,5008.7,0
53,married,basic.9y,no,no,telephone,111,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
27,single,university.degree,no,no,telephone,27,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
36,divorced,high.school,no,no,cellular,87,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
33,single,university.degree,yes,no,cellular,686,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1
47,single,high.school,no,no,telephone,37,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
56,married,professional.course,no,no,cellular,74,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
38,married,university.degree,no,no,cellular,136,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0
40,married,university.degree,yes,no,telephone,172,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0
35,single,basic.6y,yes,no,telephone,210,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
25,single,university.degree,no,no,cellular,417,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1
56,married,high.school,no,no,telephone,162,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
80,married,basic.4y,yes,yes,cellular,232,1,12,1,success,-1.8,93.749,-34.6,0.644,5008.7,1
46,married,basic.9y,no,no,telephone,91,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
37,single,high.school,yes,no,cellular,411,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
61,married,professional.course,no,no,cellular,380,1,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,0
59,married,professional.course,no,no,cellular,80,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
46,divorced,professional.course,yes,no,cellular,90,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
36,married,basic.9y,unknown,unknown,telephone,30,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
57,divorced,university.degree,no,no,cellular,399,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
58,married,basic.6y,no,no,telephone,80,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
35,single,professional.course,yes,yes,cellular,51,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,0
34,married,university.degree,yes,no,cellular,196,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
32,married,university.degree,yes,no,telephone,619,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
33,married,high.school,yes,no,cellular,223,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
57,married,basic.6y,no,yes,telephone,168,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
36,married,professional.course,yes,yes,telephone,224,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
43,married,high.school,no,no,cellular,431,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
24,single,basic.9y,no,no,telephone,504,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
40,divorced,university.degree,no,no,cellular,144,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
48,married,university.degree,yes,no,cellular,1208,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
36,married,university.degree,no,no,cellular,105,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
29,single,university.degree,yes,no,cellular,142,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
50,married,unknown,no,no,cellular,291,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
38,single,high.school,no,no,telephone,280,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
31,divorced,university.degree,yes,no,cellular,177,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
30,single,high.school,yes,no,cellular,406,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
57,married,high.school,no,no,telephone,171,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
46,married,basic.9y,unknown,unknown,cellular,490,3,999,4,failure,-1.1,94.199,-37.5,0.883,4963.6,0
30,single,basic.4y,no,no,telephone,41,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
29,single,university.degree,no,no,telephone,129,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
26,single,university.degree,yes,no,telephone,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
38,married,basic.9y,yes,no,telephone,41,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
30,single,basic.9y,yes,no,telephone,157,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
24,single,university.degree,yes,no,cellular,1176,3,3,2,success,-1.1,94.601,-49.5,0.993,4963.6,1
56,married,basic.4y,no,no,cellular,57,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
39,married,basic.9y,yes,no,telephone,85,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
50,married,high.school,no,yes,telephone,219,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
43,married,basic.4y,no,no,telephone,365,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
41,married,professional.course,no,no,cellular,341,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
29,single,basic.6y,no,no,telephone,213,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
33,divorced,high.school,no,yes,cellular,98,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
31,married,university.degree,yes,no,cellular,168,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
56,divorced,basic.4y,no,yes,cellular,246,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
36,married,professional.course,yes,no,cellular,449,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
58,married,basic.9y,yes,no,cellular,127,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
45,divorced,basic.9y,no,no,cellular,220,4,999,1,failure,-0.1,93.2,-42,4.191,5195.8,0
48,divorced,high.school,yes,no,cellular,400,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1
34,married,university.degree,yes,no,cellular,225,5,999,0,nonexistent,-1.8,92.843,-50,1.799,5099.1,0
45,married,university.degree,no,yes,telephone,171,2,999,1,failure,-1.7,94.215,-40.3,0.884,4991.6,0
65,divorced,basic.4y,yes,no,cellular,212,1,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,0
48,married,high.school,yes,no,cellular,611,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1
55,divorced,high.school,unknown,unknown,cellular,370,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
34,single,university.degree,no,yes,cellular,155,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
31,single,university.degree,no,no,telephone,162,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
29,single,high.school,yes,yes,cellular,431,2,999,2,failure,-2.9,92.963,-40.8,1.26,5076.2,1
33,married,basic.9y,yes,no,cellular,580,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0
43,married,basic.4y,no,no,telephone,534,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
37,single,professional.course,yes,no,cellular,93,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
65,married,unknown,yes,no,telephone,207,3,999,1,failure,-3,92.713,-33,0.715,5023.5,1
34,married,university.degree,no,no,cellular,279,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
44,divorced,professional.course,yes,yes,cellular,418,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
51,single,university.degree,yes,yes,cellular,233,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0
52,divorced,professional.course,yes,no,telephone,222,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
32,single,professional.course,yes,no,cellular,39,4,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
37,single,basic.6y,yes,no,cellular,93,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
28,single,basic.4y,yes,no,cellular,182,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
36,single,high.school,no,yes,cellular,248,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
41,married,university.degree,yes,yes,cellular,240,3,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0
36,married,professional.course,no,no,telephone,161,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
55,married,university.degree,yes,no,cellular,280,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
32,single,university.degree,yes,no,cellular,255,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
73,divorced,basic.4y,yes,no,cellular,273,2,999,1,failure,-1.7,94.027,-38.3,0.904,4991.6,0
61,married,unknown,no,no,cellular,173,3,9,2,success,-1.8,93.876,-40,0.699,5008.7,1
47,married,university.degree,yes,no,telephone,203,9,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
52,single,basic.4y,no,no,cellular,776,4,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
33,single,basic.9y,no,yes,telephone,426,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
31,divorced,university.degree,yes,yes,cellular,79,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0
24,single,basic.9y,yes,no,telephone,184,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
19,single,basic.9y,yes,no,cellular,207,2,999,1,failure,-3.4,92.379,-29.8,0.813,5017.5,0
53,divorced,high.school,no,yes,telephone,504,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
31,single,university.degree,yes,no,cellular,72,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
35,married,basic.4y,no,no,telephone,263,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
39,married,basic.4y,no,no,telephone,222,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
30,single,professional.course,no,no,cellular,73,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
23,single,high.school,no,no,cellular,380,2,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0
28,single,basic.9y,yes,no,telephone,120,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
26,married,basic.6y,no,yes,telephone,261,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
62,married,unknown,no,no,cellular,105,2,999,0,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,0
43,married,university.degree,yes,no,telephone,224,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
52,married,basic.6y,no,no,cellular,144,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
39,married,university.degree,yes,no,telephone,407,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
38,married,professional.course,yes,no,cellular,185,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
30,single,university.degree,no,no,cellular,370,2,999,1,failure,-1.7,94.027,-38.3,0.904,4991.6,0
30,married,high.school,yes,no,telephone,26,1,999,0,nonexistent,-0.1,93.2,-42,4.592,5195.8,0
28,married,high.school,no,no,telephone,151,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
32,single,professional.course,yes,no,cellular,128,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
54,married,professional.course,no,no,telephone,252,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
24,single,professional.course,no,no,telephone,421,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
45,divorced,basic.9y,no,no,cellular,80,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
34,divorced,basic.6y,yes,no,cellular,1491,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1
29,single,high.school,no,no,telephone,433,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0
25,single,high.school,no,no,telephone,297,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
54,single,university.degree,yes,no,cellular,333,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0
32,single,basic.4y,no,no,cellular,902,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1
37,single,university.degree,no,no,telephone,36,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
34,married,university.degree,no,no,cellular,75,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,0
59,divorced,basic.4y,no,yes,cellular,84,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
32,married,basic.6y,yes,yes,telephone,35,1,999,0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,0
42,single,university.degree,no,no,cellular,401,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
38,married,university.degree,no,no,telephone,361,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0
30,married,basic.9y,yes,no,cellular,55,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
48,married,basic.4y,no,no,cellular,110,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
39,single,professional.course,yes,no,telephone,182,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0
40,single,university.degree,yes,no,telephone,176,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
42,divorced,professional.course,yes,no,cellular,72,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
29,single,basic.9y,yes,no,telephone,107,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
31,married,university.degree,no,no,cellular,119,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
32,single,university.degree,yes,yes,cellular,1327,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1
30,married,basic.6y,no,no,telephone,126,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
45,single,professional.course,yes,no,telephone,37,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
35,married,professional.course,no,no,telephone,161,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
54,married,university.degree,no,yes,cellular,172,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,0
28,single,high.school,yes,no,cellular,102,1,999,0,nonexistent,-1.8,92.843,-50,1.531,5099.1,0
48,married,basic.9y,yes,no,cellular,57,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0
49,married,high.school,yes,no,telephone,418,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
58,married,university.degree,yes,no,cellular,260,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
40,single,university.degree,no,no,telephone,126,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
32,married,basic.9y,yes,no,cellular,83,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
25,single,basic.6y,yes,no,cellular,109,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
32,married,high.school,yes,no,telephone,19,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
57,married,basic.4y,no,no,cellular,651,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1
31,married,high.school,yes,yes,telephone,234,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
34,single,university.degree,yes,no,cellular,667,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
47,single,university.degree,no,no,cellular,108,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
29,married,high.school,no,no,telephone,206,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
53,married,university.degree,yes,no,cellular,79,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
31,married,basic.9y,yes,no,telephone,229,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
28,married,high.school,no,no,telephone,249,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,0
40,married,basic.9y,yes,yes,telephone,179,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
48,single,university.degree,yes,yes,cellular,141,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
32,single,university.degree,no,yes,telephone,13,11,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
43,single,university.degree,no,no,cellular,139,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
