id,canton,property_type,living_area_m2,rooms,year_built,distance_center_km,energy_label,purchase_price,household_income,age,employment,years_client,loan_amount,rate_type,fixed_years,interest_rate,amortisation,origination_year,ltv,affordability,actual_burden,trouble_36m,reminders_sent
M09412,AG,apartment,70.0,2.5,2020,14.1,B,439000.0,81500.0,34,self_employed,1,357000.0,fixed,10,1.41,direct,2020,0.813,0.326,0.0618,0,0
M09413,ZH,house,171.0,6.0,2009,30.7,C,1128000.0,201700.0,31,employed,15,784000.0,saron,0,1.61,indirect,2022,0.695,0.261,0.0626,0,0
M09414,BE,house,145.0,5.0,1984,17.6,E,617000.0,100900.0,31,employed,6,476000.0,fixed,5,2.1,direct,2022,0.771,0.34,0.0991,0,0
M09415,BE,house,221.0,9.0,2002,20.9,D,790000.0,106300.0,45,employed,1,661000.0,fixed,10,1.32,direct,2019,0.837,0.469,0.0821,0,0
M09416,ZH,house,136.0,5.0,1916,11.1,F,1004000.0,176800.0,43,employed,2,721000.0,saron,0,1.11,indirect,2020,0.718,0.28,0.0453,0,0
M09417,SG,apartment,120.0,3.5,1943,5.4,D,743000.0,164500.0,43,employed,0,349000.0,fixed,10,2.54,direct,2022,0.47,0.151,0.0539,0,0
M09418,ZH,house,106.0,3.5,1980,5.9,C,1115000.0,139400.0,41,employed,18,731000.0,saron,0,0.79,indirect,2020,0.656,0.342,0.0414,0,0
M09419,SO,house,142.0,4.5,2004,18.7,A,611000.0,92400.0,38,employed,5,358000.0,fixed,10,1.47,direct,2020,0.586,0.26,0.057,0,0
M09420,AG,house,149.0,5.5,1968,11.0,C,935000.0,138800.0,42,employed,9,414000.0,fixed,10,1.16,direct,2020,0.443,0.216,0.0346,0,0
M09421,LU,house,195.0,6.5,1932,4.5,C,1593000.0,173600.0,43,employed,2,1236000.0,fixed,5,1.17,indirect,2021,0.776,0.515,0.0833,0,0
M09422,BE,house,168.0,6.0,1985,1.5,A,1037000.0,168100.0,37,employed,4,766000.0,saron,0,0.78,indirect,2021,0.739,0.319,0.0355,0,0
M09423,ZH,house,151.0,5.0,1916,9.1,D,1437000.0,270400.0,54,self_employed,8,1017000.0,saron,0,1.5,indirect,2022,0.708,0.256,0.0564,0,1
M09424,AG,house,142.0,5.0,2009,8.8,B,1053000.0,174200.0,47,employed,0,936000.0,fixed,10,1.26,direct,2019,0.889,0.419,0.0677,0,0
M09425,AG,apartment,110.0,4.5,2000,8.2,C,811000.0,200000.0,40,employed,10,433000.0,fixed,10,1.08,indirect,2019,0.534,0.149,0.0234,0,0
M09426,BE,apartment,149.0,5.5,1906,6.0,E,829000.0,283200.0,44,employed,21,463000.0,fixed,5,2.22,direct,2022,0.559,0.111,0.0363,0,0
M09427,ZH,apartment,107.0,4.0,1943,24.4,D,532000.0,132200.0,49,employed,8,390000.0,saron,0,1.0,direct,2019,0.733,0.206,0.0295,0,0
M09428,ZH,apartment,136.0,5.0,1975,23.7,C,813000.0,142100.0,60,employed,3,521000.0,fixed,5,1.01,indirect,2020,0.641,0.241,0.037,0,0
M09429,ZH,house,220.0,8.0,1990,16.1,A,1743000.0,217200.0,30,employed,3,1193000.0,fixed,10,1.15,indirect,2021,0.684,0.364,0.0632,0,0
M09430,BE,apartment,122.0,4.5,1985,5.5,D,725000.0,165100.0,40,employed,2,508000.0,fixed,5,1.0,indirect,2021,0.701,0.208,0.0308,0,0
M09431,SG,apartment,73.0,2.5,2002,0.9,B,503000.0,101500.0,35,employed,12,372000.0,fixed,5,0.75,direct,2020,0.74,0.257,0.0275,0,0
M09432,AG,house,185.0,7.0,1913,1.7,F,1178000.0,261600.0,45,employed,0,781000.0,fixed,10,2.51,direct,2022,0.663,0.194,0.0749,0,0
M09433,ZH,house,101.0,3.0,1969,22.2,C,839000.0,154200.0,48,employed,20,526000.0,saron,0,0.96,indirect,2021,0.627,0.225,0.0327,0,0
M09434,AG,house,143.0,5.0,2019,0.9,B,1069000.0,190800.0,49,employed,1,962000.0,fixed,10,1.36,indirect,2019,0.9,0.395,0.0686,0,0
M09435,TG,house,119.0,4.5,1986,7.1,B,621000.0,140000.0,42,employed,2,446000.0,saron,0,1.63,direct,2022,0.718,0.219,0.0519,0,0
M09436,AG,house,196.0,6.5,1980,1.3,C,1444000.0,277700.0,38,employed,0,1180000.0,fixed,5,1.0,direct,2019,0.817,0.317,0.0425,0,0
M09437,ZH,house,191.0,6.5,1958,6.1,D,1644000.0,129500.0,33,employed,2,853000.0,fixed,10,1.31,indirect,2020,0.519,0.456,0.0863,0,0
M09438,ZH,apartment,83.0,3.0,2009,4.8,A,864000.0,150300.0,40,self_employed,19,617000.0,fixed,5,0.94,indirect,2020,0.714,0.281,0.0386,0,0
M09439,LU,apartment,103.0,4.0,1939,4.5,D,848000.0,130800.0,31,employed,14,604000.0,saron,0,1.05,indirect,2020,0.712,0.315,0.0485,0,0
M09440,ZH,apartment,107.0,4.5,2017,0.5,B,1137000.0,205300.0,34,employed,2,690000.0,saron,0,0.88,direct,2021,0.607,0.223,0.0296,0,0
M09441,ZH,house,228.0,8.5,1921,1.7,F,2492000.0,157900.0,34,employed,10,1633000.0,fixed,5,0.96,direct,2020,0.655,0.675,0.0993,0,0
M09442,BE,apartment,89.0,3.5,1992,7.0,A,513000.0,131000.0,39,employed,7,276000.0,fixed,5,1.1,direct,2020,0.538,0.145,0.0232,0,0
M09443,ZH,apartment,118.0,4.5,1986,10.8,A,992000.0,124400.0,46,employed,2,770000.0,saron,0,0.97,direct,2019,0.776,0.447,0.06,0,0
M09444,TG,apartment,97.0,4.0,1998,12.4,B,459000.0,132400.0,50,employed,7,299000.0,fixed,5,1.12,direct,2019,0.651,0.148,0.0253,0,0
M09445,LU,house,185.0,7.0,2022,5.4,C,1204000.0,180200.0,39,employed,0,871000.0,fixed,5,0.94,direct,2019,0.723,0.334,0.0454,0,0
M09446,BE,apartment,96.0,3.5,1903,1.8,F,573000.0,109900.0,44,employed,8,352000.0,fixed,10,2.34,indirect,2022,0.614,0.212,0.0749,0,0
M09447,TG,house,129.0,5.5,1959,8.8,C,618000.0,199900.0,52,employed,10,385000.0,fixed,10,1.38,direct,2021,0.623,0.127,0.0266,0,0
M09448,SG,apartment,92.0,3.5,2001,3.5,B,509000.0,60000.0,51,employed,10,374000.0,fixed,10,1.37,direct,2020,0.735,0.435,0.0854,0,0
M09449,TG,apartment,72.0,1.5,2019,19.4,A,365000.0,88600.0,37,employed,5,228000.0,saron,0,1.01,direct,2019,0.625,0.17,0.026,0,0
M09450,LU,house,118.0,4.0,1931,2.5,E,964000.0,258400.0,45,employed,0,831000.0,fixed,10,1.17,direct,2020,0.862,0.247,0.0376,0,0
M09451,ZH,house,132.0,4.0,2012,10.7,A,1282000.0,288800.0,40,self_employed,11,969000.0,saron,0,0.93,direct,2019,0.756,0.239,0.0312,0,0
M09452,AG,house,95.0,3.5,2002,24.7,B,536000.0,139100.0,52,employed,1,410000.0,fixed,10,1.37,indirect,2021,0.765,0.211,0.0404,0,0
M09453,BE,apartment,82.0,3.0,1969,1.7,B,413000.0,113800.0,48,employed,1,248000.0,saron,0,0.83,indirect,2020,0.6,0.145,0.0181,0,0
M09454,SO,apartment,96.0,4.0,1949,5.6,D,612000.0,169900.0,42,employed,0,400000.0,fixed,10,1.31,direct,2021,0.654,0.154,0.0308,0,0
M09455,ZH,apartment,106.0,3.5,1993,0.6,C,1267000.0,188600.0,68,retired,3,909000.0,fixed,10,2.54,indirect,2022,0.717,0.331,0.1224,0,0
M09456,LU,house,162.0,5.5,2019,0.3,B,1697000.0,224800.0,33,self_employed,4,956000.0,fixed,5,1.06,direct,2020,0.563,0.288,0.0451,0,0
M09457,SG,apartment,64.0,3.0,1971,6.2,B,387000.0,77500.0,40,employed,3,341000.0,fixed,5,2.46,direct,2022,0.881,0.341,0.1082,1,5
M09458,SG,apartment,78.0,3.5,1946,1.9,F,518000.0,129900.0,32,employed,1,388000.0,saron,0,1.67,direct,2022,0.749,0.211,0.0499,0,0
M09459,BE,house,142.0,6.0,1904,7.2,E,850000.0,251200.0,39,employed,12,603000.0,saron,0,1.1,indirect,2019,0.709,0.164,0.0264,0,0
M09460,ZH,apartment,97.0,3.5,2022,3.2,A,1042000.0,158400.0,35,employed,9,790000.0,fixed,5,0.99,direct,2021,0.758,0.355,0.0494,0,0
M09461,SO,house,222.0,7.0,1946,4.8,C,963000.0,199600.0,50,employed,11,580000.0,fixed,10,1.36,indirect,2021,0.602,0.194,0.0395,0,0
M09462,SO,house,145.0,5.5,1986,1.6,C,728000.0,168800.0,25,employed,0,434000.0,saron,0,1.02,direct,2021,0.596,0.172,0.0262,0,0
M09463,BE,house,107.0,3.5,2008,3.9,C,786000.0,130000.0,42,self_employed,2,567000.0,fixed,10,1.44,direct,2019,0.721,0.301,0.0628,0,0
M09464,LU,apartment,68.0,2.0,1938,16.1,D,381000.0,165100.0,51,employed,9,287000.0,fixed,5,1.47,direct,2021,0.753,0.123,0.0256,0,0
M09465,LU,apartment,84.0,3.0,1940,14.9,D,530000.0,103900.0,27,self_employed,0,316000.0,saron,0,1.54,direct,2022,0.596,0.203,0.0468,0,0
M09466,ZH,house,163.0,6.0,1900,8.7,G,1584000.0,264300.0,33,employed,5,1039000.0,saron,0,1.69,indirect,2022,0.656,0.256,0.0664,0,0
M09467,SG,apartment,94.0,3.5,1947,0.7,E,636000.0,162900.0,36,employed,16,429000.0,fixed,10,1.39,direct,2021,0.675,0.173,0.0366,0,0
M09468,BE,apartment,93.0,3.5,2009,8.9,A,537000.0,192100.0,29,self_employed,15,408000.0,saron,0,1.03,indirect,2020,0.76,0.152,0.0219,0,0
M09469,ZH,house,120.0,4.0,1980,0.3,C,1377000.0,225300.0,36,employed,11,777000.0,fixed,5,1.06,direct,2019,0.564,0.234,0.0366,0,0
M09470,LU,apartment,72.0,2.0,1972,1.8,D,508000.0,135100.0,36,employed,6,422000.0,fixed,10,2.37,direct,2022,0.831,0.235,0.074,0,0
M09471,SG,house,140.0,5.0,1990,6.5,E,984000.0,148900.0,51,employed,10,580000.0,fixed,10,1.13,direct,2019,0.589,0.261,0.044,0,0
M09472,LU,apartment,108.0,3.5,2001,8.4,B,672000.0,156900.0,53,employed,1,438000.0,saron,0,0.81,indirect,2020,0.652,0.182,0.0226,0,1
M09473,TG,house,212.0,8.0,2011,7.4,C,1294000.0,247200.0,42,employed,16,966000.0,saron,0,1.01,direct,2019,0.747,0.276,0.0395,0,0
M09474,LU,apartment,103.0,4.5,1995,12.1,E,640000.0,149100.0,41,employed,8,576000.0,fixed,10,1.22,direct,2019,0.9,0.303,0.0471,0,0
M09475,BE,house,162.0,6.5,2001,1.1,C,1249000.0,213300.0,55,employed,3,938000.0,saron,0,1.06,direct,2021,0.751,0.311,0.0466,0,0
M09476,AG,apartment,123.0,4.5,2013,11.3,A,670000.0,123000.0,60,employed,11,451000.0,saron,0,1.68,direct,2022,0.673,0.24,0.0616,0,2
M09477,ZH,apartment,89.0,3.5,2013,6.0,A,982000.0,189200.0,39,employed,1,856000.0,saron,0,1.43,direct,2022,0.872,0.349,0.0647,1,2
M09478,SG,apartment,94.0,3.0,1922,11.2,E,464000.0,97800.0,38,employed,1,368000.0,fixed,10,2.72,indirect,2022,0.793,0.276,0.1023,0,0
M09479,BE,house,149.0,5.5,1931,11.2,D,772000.0,139300.0,53,employed,3,410000.0,fixed,10,1.31,direct,2020,0.531,0.203,0.0386,0,0
M09480,BE,apartment,122.0,4.5,1995,5.3,A,766000.0,190100.0,53,employed,7,422000.0,fixed,10,1.44,indirect,2021,0.551,0.151,0.032,0,0
M09481,AG,house,125.0,4.0,1980,6.5,D,775000.0,128500.0,43,employed,12,620000.0,saron,0,1.03,indirect,2019,0.8,0.355,0.0497,0,0
M09482,BE,house,141.0,5.0,1918,1.7,G,1177000.0,169400.0,52,employed,0,760000.0,fixed,5,0.93,indirect,2021,0.646,0.294,0.0417,0,0
M09483,AG,house,186.0,6.5,1918,6.2,G,1077000.0,182200.0,36,employed,2,969000.0,saron,0,1.0,indirect,2019,0.9,0.417,0.0532,0,1
M09484,SG,house,233.0,7.5,1995,2.0,A,1858000.0,213400.0,62,self_employed,1,1169000.0,saron,0,0.9,indirect,2019,0.629,0.361,0.0493,0,0
M09485,ZH,house,128.0,5.0,1901,1.0,E,1829000.0,182400.0,46,self_employed,1,1339000.0,saron,0,1.58,direct,2022,0.732,0.511,0.116,1,5
M09486,AG,house,119.0,4.0,2012,7.8,A,946000.0,177400.0,42,employed,1,730000.0,fixed,5,0.97,direct,2021,0.772,0.296,0.0399,0,0
M09487,ZH,house,171.0,5.5,1985,12.0,C,1764000.0,161400.0,40,self_employed,1,1265000.0,fixed,10,1.13,indirect,2021,0.717,0.538,0.0886,0,0
M09488,AG,house,111.0,4.0,2002,2.5,B,764000.0,141200.0,51,self_employed,4,430000.0,fixed,5,2.18,direct,2022,0.563,0.206,0.0664,0,0
M09489,SG,apartment,89.0,3.0,1983,20.0,C,422000.0,100400.0,52,employed,0,306000.0,fixed,10,2.61,direct,2022,0.725,0.211,0.0795,0,0
M09490,BE,apartment,114.0,4.0,1929,4.2,G,654000.0,106200.0,47,employed,3,433000.0,fixed,5,1.19,direct,2019,0.662,0.265,0.0485,0,2
M09491,ZH,apartment,116.0,4.5,1990,22.4,C,832000.0,92100.0,49,employed,0,681000.0,fixed,5,1.08,direct,2020,0.819,0.551,0.0799,0,0
M09492,ZH,house,132.0,5.5,1956,40.0,E,659000.0,156200.0,30,employed,13,376000.0,saron,0,1.03,direct,2021,0.571,0.163,0.0248,0,0
M09493,AG,apartment,83.0,3.5,1975,12.4,D,463000.0,72900.0,56,employed,2,374000.0,saron,0,1.18,direct,2021,0.808,0.38,0.0605,0,0
M09494,BE,apartment,107.0,4.0,1906,1.6,G,644000.0,91700.0,53,employed,23,564000.0,saron,0,0.82,indirect,2020,0.876,0.476,0.0504,0,0
M09495,AG,house,156.0,5.5,1969,9.2,B,884000.0,138300.0,37,employed,6,605000.0,fixed,5,1.33,direct,2021,0.684,0.29,0.0582,0,1
M09496,AG,apartment,122.0,4.0,2020,15.4,A,664000.0,133500.0,52,employed,12,365000.0,saron,0,0.85,direct,2020,0.55,0.186,0.0232,0,0
M09497,ZH,apartment,89.0,3.5,1962,14.6,D,763000.0,190500.0,41,employed,1,453000.0,fixed,10,2.69,indirect,2022,0.594,0.159,0.064,0,0
M09498,ZH,apartment,66.0,2.5,1952,21.4,E,448000.0,66800.0,51,employed,13,325000.0,fixed,10,2.55,direct,2022,0.725,0.337,0.1241,0,0
M09499,AG,apartment,97.0,4.0,1904,7.6,E,600000.0,100500.0,38,self_employed,6,481000.0,fixed,10,1.3,indirect,2019,0.802,0.353,0.0622,0,0
M09500,ZH,house,173.0,7.0,1974,6.1,B,1717000.0,174300.0,43,employed,9,1370000.0,fixed,10,2.39,direct,2022,0.798,0.578,0.1879,0,0
M09501,LU,apartment,94.0,3.5,1996,1.1,A,634000.0,182100.0,60,employed,1,452000.0,saron,0,1.65,indirect,2022,0.713,0.17,0.041,0,0
M09502,AG,apartment,104.0,2.5,2012,8.5,A,606000.0,120700.0,48,employed,2,383000.0,fixed,10,1.46,direct,2020,0.632,0.209,0.0463,0,0
M09503,AG,apartment,90.0,3.5,1992,10.3,A,566000.0,92800.0,59,employed,5,370000.0,saron,0,0.95,direct,2019,0.654,0.26,0.0379,0,0
M09504,ZH,apartment,112.0,4.0,1987,6.7,D,927000.0,159500.0,41,employed,3,834000.0,fixed,10,1.25,direct,2020,0.9,0.41,0.0654,0,0
M09505,TG,house,135.0,5.0,2000,0.8,B,1075000.0,107000.0,54,self_employed,5,709000.0,fixed,10,2.74,indirect,2022,0.66,0.432,0.1816,0,0
M09506,TG,house,174.0,5.5,1910,0.7,F,1447000.0,333400.0,52,employed,7,705000.0,fixed,5,2.42,direct,2022,0.487,0.149,0.0512,0,1
M09507,LU,apartment,117.0,4.0,1907,27.9,E,518000.0,197700.0,52,employed,2,381000.0,fixed,10,1.25,indirect,2021,0.736,0.135,0.0241,0,0
M09508,BE,apartment,81.0,2.0,1993,10.3,C,446000.0,126300.0,38,employed,12,286000.0,fixed,10,1.25,direct,2021,0.641,0.149,0.0283,0,1
M09509,LU,house,101.0,4.0,2018,15.5,B,657000.0,207300.0,37,self_employed,10,501000.0,fixed,10,1.32,direct,2019,0.763,0.173,0.0319,0,0
M09510,BE,house,103.0,3.5,1928,5.2,D,604000.0,108100.0,45,employed,7,274000.0,fixed,10,1.52,direct,2021,0.454,0.183,0.0385,0,0
M09511,LU,apartment,125.0,4.5,2008,0.6,A,1152000.0,169700.0,29,employed,1,878000.0,fixed,10,1.14,direct,2019,0.762,0.37,0.059,0,1
M09512,BE,apartment,155.0,6.0,2016,7.2,A,1188000.0,128200.0,41,employed,7,765000.0,fixed,5,1.1,indirect,2019,0.644,0.391,0.0656,0,0
M09513,AG,apartment,83.0,3.5,2007,3.4,B,572000.0,127600.0,67,retired,3,404000.0,fixed,5,0.93,indirect,2021,0.706,0.215,0.0294,0,0
M09514,SG,apartment,99.0,3.0,1975,4.2,B,694000.0,71400.0,42,employed,6,505000.0,saron,0,1.5,direct,2022,0.728,0.49,0.1061,0,1
M09515,ZH,apartment,93.0,3.0,1969,4.0,C,959000.0,126000.0,45,self_employed,3,726000.0,fixed,10,1.2,direct,2019,0.757,0.41,0.0691,0,0
M09516,AG,house,134.0,5.0,1971,10.1,C,789000.0,140800.0,50,employed,0,452000.0,fixed,10,1.49,direct,2020,0.573,0.217,0.0478,0,0
M09517,BE,apartment,87.0,3.0,1937,22.2,E,285000.0,117000.0,47,employed,2,205000.0,fixed,10,2.37,direct,2022,0.719,0.121,0.0415,0,0
M09518,SG,house,125.0,4.5,2017,12.5,B,853000.0,110800.0,58,self_employed,15,510000.0,fixed,10,1.19,indirect,2021,0.598,0.307,0.0548,0,0
M09519,TG,apartment,89.0,3.5,1966,5.1,C,459000.0,144300.0,49,employed,0,332000.0,saron,0,1.62,direct,2022,0.723,0.159,0.0373,0,0
M09520,BE,house,124.0,5.0,1953,22.0,D,567000.0,162700.0,43,employed,1,420000.0,fixed,10,1.47,direct,2020,0.741,0.181,0.0379,0,1
M09521,LU,house,169.0,5.5,1993,4.6,C,1043000.0,173800.0,51,employed,10,772000.0,fixed,5,1.1,direct,2021,0.74,0.312,0.0489,0,0
M09522,ZH,apartment,170.0,6.0,1917,5.4,E,1384000.0,198400.0,55,employed,3,858000.0,fixed,5,1.07,indirect,2021,0.62,0.286,0.0463,0,0
M09523,AG,apartment,125.0,4.5,1931,2.3,E,816000.0,166600.0,46,employed,6,561000.0,fixed,10,1.57,direct,2019,0.688,0.224,0.0529,0,0
M09524,LU,apartment,106.0,3.0,1905,10.5,E,798000.0,158100.0,46,employed,7,517000.0,fixed,10,2.56,indirect,2022,0.648,0.214,0.0837,0,0
M09525,LU,house,145.0,5.0,1989,22.9,A,857000.0,242100.0,54,employed,7,693000.0,saron,0,1.0,direct,2020,0.809,0.212,0.0286,0,0
M09526,TG,apartment,88.0,2.5,2017,1.0,B,627000.0,132300.0,37,employed,4,532000.0,fixed,10,1.27,indirect,2019,0.848,0.306,0.0511,0,0
M09527,AG,apartment,153.0,5.5,1901,9.1,G,868000.0,132400.0,32,employed,3,624000.0,saron,0,0.85,direct,2019,0.719,0.324,0.0401,0,0
M09528,BE,apartment,146.0,6.0,2009,2.6,A,1231000.0,236600.0,41,employed,5,1036000.0,saron,0,0.66,direct,2021,0.842,0.332,0.0289,0,0
M09529,AG,house,194.0,6.5,1963,3.5,D,1238000.0,167700.0,41,employed,9,731000.0,fixed,10,2.59,indirect,2022,0.59,0.292,0.1129,0,0
M09530,BE,apartment,149.0,4.5,2002,14.9,A,766000.0,226500.0,25,employed,2,671000.0,fixed,10,2.6,direct,2022,0.876,0.229,0.077,0,1
M09531,TG,apartment,101.0,3.0,2012,40.0,A,289000.0,90800.0,36,employed,4,185000.0,fixed,10,1.21,direct,2020,0.64,0.134,0.0247,1,7
M09532,SO,house,174.0,6.0,1962,4.9,D,933000.0,313300.0,38,employed,1,616000.0,saron,0,1.63,direct,2022,0.66,0.128,0.032,0,0
M09533,BE,house,202.0,6.5,1997,2.0,B,1743000.0,166700.0,43,employed,0,898000.0,saron,0,0.84,direct,2021,0.515,0.374,0.0453,0,1
M09534,AG,apartment,133.0,5.5,2004,0.6,B,1126000.0,121200.0,52,self_employed,4,848000.0,saron,0,0.92,indirect,2020,0.753,0.496,0.0644,0,1
M09535,ZH,house,132.0,5.0,2002,8.3,B,1293000.0,130400.0,54,employed,11,859000.0,saron,0,0.82,indirect,2019,0.664,0.429,0.054,0,0
M09536,AG,apartment,99.0,3.5,2010,12.1,A,643000.0,114400.0,42,employed,0,558000.0,fixed,5,2.26,direct,2022,0.868,0.375,0.1102,0,1
M09537,TG,house,164.0,5.5,1909,4.0,F,944000.0,257800.0,37,self_employed,13,534000.0,saron,0,0.96,direct,2019,0.566,0.14,0.0199,1,2
M09538,SO,apartment,109.0,4.0,1948,20.9,C,366000.0,167600.0,42,employed,1,329000.0,fixed,5,1.04,direct,2021,0.899,0.154,0.0204,0,0
M09539,AG,house,134.0,3.5,1991,11.4,C,1146000.0,195000.0,55,employed,6,536000.0,fixed,10,1.25,indirect,2020,0.468,0.196,0.0344,0,0
M09540,TG,house,166.0,5.5,2021,2.8,A,1202000.0,141100.0,54,employed,8,960000.0,saron,0,0.82,direct,2021,0.799,0.5,0.0558,0,0
M09541,AG,apartment,111.0,3.5,1997,6.5,C,722000.0,158600.0,30,employed,6,477000.0,fixed,10,1.28,indirect,2020,0.661,0.196,0.0385,1,4
M09542,SO,apartment,134.0,5.0,1923,6.2,E,748000.0,110300.0,44,employed,0,504000.0,fixed,5,1.05,direct,2021,0.674,0.3,0.048,0,0
M09543,TG,house,207.0,7.5,2000,4.8,B,1305000.0,281600.0,37,employed,2,913000.0,fixed,5,0.89,indirect,2021,0.7,0.219,0.0289,0,0
M09544,ZH,apartment,71.0,2.5,1969,7.1,E,765000.0,187500.0,42,employed,10,572000.0,saron,0,0.75,indirect,2019,0.748,0.215,0.0229,0,0
M09545,SO,apartment,87.0,4.0,1914,0.6,E,486000.0,125500.0,30,self_employed,0,361000.0,fixed,5,1.01,indirect,2020,0.743,0.202,0.0291,0,0
M09546,AG,apartment,88.0,3.0,1981,0.3,D,593000.0,80500.0,49,employed,8,389000.0,saron,0,0.8,direct,2021,0.656,0.315,0.0387,0,1
M09547,SG,apartment,92.0,3.5,1952,7.6,D,573000.0,128600.0,50,employed,6,458000.0,fixed,10,2.48,indirect,2022,0.799,0.262,0.0883,0,1
M09548,SG,house,197.0,7.0,1900,21.5,E,1035000.0,196000.0,28,employed,12,626000.0,saron,0,1.63,indirect,2022,0.605,0.212,0.0521,1,5
M09549,SG,apartment,82.0,3.5,1971,1.1,C,567000.0,108500.0,51,employed,2,400000.0,fixed,10,1.28,direct,2020,0.705,0.25,0.0472,0,0
M09550,ZH,apartment,95.0,3.0,2002,1.3,D,824000.0,131600.0,36,employed,0,609000.0,saron,0,0.87,indirect,2020,0.739,0.324,0.0403,0,1
M09551,ZH,house,154.0,5.5,2000,4.8,D,1475000.0,182600.0,43,employed,1,1007000.0,fixed,10,2.58,indirect,2022,0.683,0.365,0.1423,0,0
M09552,SO,house,135.0,5.0,1913,3.9,D,754000.0,114600.0,41,self_employed,0,505000.0,fixed,5,1.05,indirect,2020,0.67,0.287,0.0463,0,0
M09553,ZH,house,114.0,4.0,1911,9.2,E,1253000.0,184000.0,66,retired,4,866000.0,saron,0,1.8,indirect,2022,0.691,0.315,0.0847,0,0
M09554,SG,house,205.0,7.5,2004,0.3,E,1538000.0,171200.0,40,self_employed,5,1270000.0,fixed,10,1.25,direct,2019,0.826,0.556,0.0927,0,1
M09555,ZH,house,167.0,6.0,2008,27.8,C,1110000.0,114000.0,48,employed,0,800000.0,saron,0,1.15,direct,2019,0.721,0.483,0.0807,0,0
M09556,BE,apartment,101.0,3.0,1953,2.8,E,688000.0,165600.0,51,employed,4,464000.0,saron,0,1.24,direct,2020,0.674,0.184,0.0347,0,1
M09557,SO,apartment,104.0,3.5,1904,3.6,F,645000.0,173500.0,47,employed,1,478000.0,fixed,5,0.99,direct,2021,0.741,0.193,0.0273,0,0
M09558,SG,apartment,96.0,4.0,1981,0.5,B,734000.0,180800.0,39,employed,10,542000.0,fixed,10,1.38,direct,2019,0.738,0.21,0.0414,0,1
M09559,BE,house,120.0,5.5,1982,0.4,B,854000.0,174000.0,47,employed,3,681000.0,fixed,10,1.67,indirect,2021,0.797,0.288,0.0654,0,0
M09560,TG,house,143.0,5.5,1979,23.6,C,511000.0,221800.0,31,employed,0,290000.0,fixed,10,2.44,indirect,2022,0.568,0.088,0.0319,0,0
M09561,AG,apartment,145.0,5.5,1942,0.4,D,1184000.0,155100.0,47,employed,1,625000.0,fixed,5,0.98,indirect,2019,0.528,0.278,0.0395,0,0
M09562,TG,apartment,112.0,4.5,1920,0.3,D,592000.0,106700.0,46,self_employed,5,418000.0,fixed,5,0.97,direct,2019,0.706,0.266,0.038,0,0
M09563,BE,apartment,109.0,3.5,1949,3.5,E,654000.0,153400.0,47,employed,1,589000.0,fixed,10,1.47,indirect,2021,0.901,0.301,0.0564,0,0
M09564,BE,house,135.0,4.5,1956,4.3,E,870000.0,134800.0,48,employed,0,544000.0,fixed,10,1.43,direct,2021,0.625,0.266,0.0577,0,2
M09565,ZH,house,145.0,4.0,1919,14.5,D,1277000.0,94900.0,55,employed,1,947000.0,fixed,5,1.06,indirect,2021,0.742,0.701,0.1058,0,0
M09566,LU,house,153.0,5.0,1932,29.7,E,845000.0,214300.0,46,employed,0,728000.0,fixed,5,2.07,direct,2022,0.862,0.261,0.0703,0,1
M09567,ZH,house,155.0,5.5,1947,0.3,D,1484000.0,129700.0,54,employed,11,942000.0,fixed,10,2.62,indirect,2022,0.635,0.478,0.1903,0,0
M09568,BE,house,199.0,8.5,2016,2.9,A,1584000.0,425800.0,37,employed,1,1205000.0,saron,0,0.86,direct,2020,0.761,0.202,0.0243,0,0
M09569,SG,apartment,117.0,5.0,2009,4.4,A,741000.0,153400.0,44,self_employed,5,455000.0,fixed,5,2.26,direct,2022,0.614,0.197,0.067,0,0
M09570,ZH,apartment,97.0,3.0,1902,7.4,G,921000.0,81400.0,62,employed,4,642000.0,fixed,5,1.08,direct,2019,0.697,0.53,0.0852,0,1
M09571,BE,apartment,79.0,3.0,1977,24.6,B,330000.0,112500.0,57,employed,2,232000.0,saron,0,1.46,direct,2022,0.703,0.14,0.0301,0,0
M09572,BE,apartment,74.0,3.0,1982,6.0,D,383000.0,95800.0,47,employed,2,276000.0,saron,0,0.92,indirect,2020,0.721,0.198,0.0265,0,0
M09573,ZH,house,160.0,7.0,1923,34.9,E,735000.0,123300.0,31,employed,0,580000.0,saron,0,1.05,indirect,2020,0.789,0.343,0.0494,0,0
M09574,ZH,apartment,93.0,3.5,2006,4.2,A,1040000.0,155100.0,34,employed,1,782000.0,fixed,5,1.16,direct,2019,0.752,0.357,0.0585,0,0
M09575,TG,house,132.0,5.0,2004,0.8,C,913000.0,153600.0,27,employed,0,662000.0,fixed,5,1.11,indirect,2021,0.725,0.298,0.0478,0,0
M09576,BE,apartment,59.0,1.5,1914,5.6,E,303000.0,66800.0,43,employed,0,229000.0,fixed,10,1.38,direct,2020,0.756,0.244,0.0473,0,0
M09577,ZH,house,145.0,5.5,1989,1.9,A,1895000.0,259200.0,56,self_employed,15,1441000.0,saron,0,1.43,direct,2022,0.76,0.397,0.0795,0,0
M09578,ZH,apartment,138.0,5.0,2008,6.1,A,1363000.0,214800.0,60,employed,5,960000.0,fixed,10,1.4,direct,2021,0.704,0.303,0.0626,0,0
